timepointyears,geographicaream49,toi_aff
2000,748,2.2113
2001,748,1.4307
2002,748,1.4086
2003,748,1.5173
2004,748,2.6073
2005,748,1.3317
2006,748,1.6018
2007,748,2.0213
2008,748,0.9588
2009,748,0.8297
2010,748,1.0549
2011,748,0.9559
2012,748,0.8491
2013,748,1.2676
2014,748,1.4875
2015,748,1.216
2016,748,1.5596
2017,748,1.6451
2018,748,1.5059
1970,76,0.2312
1971,76,0.2114
1972,76,0.242
1973,76,0.2887
1974,76,0.3114
1975,76,0.3141
1976,76,0.3623
1977,76,0.3372
1978,76,0.3263
1979,76,0.3133
1980,76,0.3599
1981,76,0.3715
1982,76,0.3326
1983,76,0.3573
1984,76,0.3518
1985,76,0.3488
1986,76,0.3321
1987,76,0.3002
1988,76,0.2564
1989,76,0.3031
1990,76,0.3076
1991,76,0.3004
1992,76,0.3279
1993,76,0.3752
1994,76,0.4118
1995,76,0.4127
1996,76,0.398
1997,76,0.4209
1998,76,0.4632
1999,76,0.4595
2000,76,0.4184
2001,76,0.5423
2002,76,0.5215
2003,76,0.5566
2004,76,0.5802
2005,76,0.5878
2006,76,0.6016
2007,76,0.6384
2008,76,0.5806
2009,76,0.6644
2010,76,0.6852
2011,76,0.6648
2012,76,0.7443
2013,76,0.7924
2014,76,0.7289
2015,76,0.8085
2016,76,0.8391
2017,76,0.8522
2018,76,1.0318
1970,752,0.7024
1971,752,0.7305
1972,752,0.7996
1973,752,0.7293
1974,752,0.7504
1975,752,0.8864
1976,752,0.8849
1977,752,0.867
1978,752,0.8238
1979,752,0.8968
1980,752,0.8477
1981,752,0.8406
1982,752,0.8044
1983,752,0.7574
1984,752,0.7513
1985,752,0.852
1986,752,0.7973
1987,752,0.9349
1988,752,0.8748
1989,752,0.719
1990,752,0.8254
1991,752,1.0089
1992,752,0.9709
1993,752,0.8355
1994,752,1.0975
1995,752,0.9722
1996,752,1.1434
1997,752,1.2545
1998,752,1.395
1999,752,1.415
2000,752,1.3712
2001,752,1.4176
2002,752,1.2734
2003,752,1.4131
2004,752,1.2871
2005,752,1.3297
2006,752,1.3803
2007,752,1.3022
2008,752,1.4279
2009,752,1.3975
2010,752,1.4604
2011,752,1.4619
2012,752,1.5188
2013,752,1.5121
2014,752,1.5524
2015,752,1.5359
2016,752,1.5874
2017,752,1.4681
2018,752,1.605
1970,756,1.2008
1971,756,1.1471
1972,756,1.0735
1973,756,1.142
1974,756,1.1129
1975,756,1.1246
1976,756,1.182
1977,756,1.0747
1978,756,1.1063
1979,756,1.0515
1980,756,0.9725
1981,756,1.0453
1982,756,1.0641
1983,756,1.1012
1984,756,1.0658
1985,756,1.0744
1986,756,1.1247
1987,756,1.2085
1988,756,1.1546
1989,756,1.0289
1990,756,0.9931
1991,756,1.0693
1992,756,1.0674
1993,756,1.1308
1994,756,1.2334
1995,756,1.2726
1996,756,1.2493
1997,756,1.2868
1998,756,1.2531
1999,756,1.3364
2000,756,1.372
2001,756,1.4472
2002,756,1.5431
2003,756,1.8548
2004,756,1.7165
2005,756,1.791
2006,756,1.9551
2007,756,2.0184
2008,756,2.0235
2009,756,1.8815
2010,756,1.9005
2011,756,1.8615
2012,756,1.8298
2013,756,2.0812
2014,756,2.0109
2015,756,2.1317
2016,756,2.2445
2017,756,2.2086
1970,760,0.41
1971,760,0.3976
1972,760,0.2329
1973,760,0.2513
1974,760,0.1595
1975,760,0.1424
1976,760,0.1332
1977,760,0.1996
1978,760,0.1703
1979,760,0.1984
1980,760,0.1483
1981,760,0.1639
1982,760,0.177
1983,760,0.2541
1984,760,0.3057
1985,760,0.1849
1986,760,0.1498
1987,760,0.1978
1988,760,0.1434
1989,760,0.2905
1990,760,0.2764
1991,760,0.2514
1992,760,0.1702
1993,760,0.2213
1994,760,0.2338
1995,760,0.1922
1996,760,0.2057
1997,760,0.2623
1998,760,0.1684
1999,760,0.2173
2000,760,0.2051
2001,760,0.1521
2002,760,0.2232
2003,760,0.3008
2004,760,0.3355
2005,760,0.3314
2006,760,0.3653
2007,760,0.413
2008,760,0.439
2009,760,0.5584
2010,760,0.5278
2011,760,0.3156
2012,760,0.2524
2013,760,0.402
2014,760,0.322
2015,760,0.2515
2016,760,0.2357
2017,760,0.2066
2018,760,0.1824
1992,795,1.1048
1993,795,0.5707
1994,795,0.2796
1995,795,0.4214
1996,795,0.4942
1997,795,0.249
1998,795,0.1848
1999,795,0.1552
2000,795,0.1184
2001,795,0.0995
2002,795,0.115
2003,795,0.132
2004,795,0.1142
2005,795,0.1136
2006,795,0.1342
2007,795,0.1146
2008,795,0.233
2009,795,0.151
2010,795,0.2115
2011,795,0.2512
2012,795,0.2772
2013,795,0.2883
2014,795,0.4187
2015,795,0.266
2016,795,0.3105
2017,795,0.2065
2018,795,0.1429
1970,834,0.1857
1971,834,0.1881
1972,834,0.1885
1973,834,0.1545
1974,834,0.1801
1975,834,0.1699
1976,834,0.1175
1977,834,0.103
1978,834,0.1279
1979,834,0.1226
1980,834,0.1103
1981,834,0.1068
1982,834,0.0966
1983,834,0.0636
1984,834,0.0679
1985,834,0.0774
1986,834,0.0678
1987,834,0.0875
1988,834,0.0609
1989,834,0.0558
1990,834,0.0641
1991,834,0.049
1992,834,0.0631
1993,834,0.0591
1994,834,0.0651
1995,834,0.0577
1996,834,0.0689
1997,834,0.0753
1998,834,0.0898
1999,834,0.0733
2000,834,0.0833
2001,834,0.0949
2002,834,0.0901
2003,834,0.1129
2004,834,0.1081
2005,834,0.089
2006,834,0.1022
2007,834,0.1131
2008,834,0.0881
2009,834,0.0977
2010,834,0.1195
2011,834,0.115
2012,834,0.1679
2013,834,0.1375
2014,834,0.1579
2015,834,0.1179
2016,834,0.1022
2017,834,0.0906
2018,834,0.0569
1970,764,0.2765
1971,764,0.3181
1972,764,0.3769
1973,764,0.282
1974,764,0.3602
1975,764,0.337
1976,764,0.4643
1977,764,0.4939
1978,764,0.478
1979,764,0.4582
1980,764,0.4845
1981,764,0.5442
1982,764,0.6649
1983,764,0.5083
1984,764,0.5793
1985,764,0.5632
1986,764,0.5996
1987,764,0.5355
1988,764,0.5491
1989,764,0.6033
1990,764,0.5273
1991,764,0.5039
1992,764,0.5712
1993,764,0.4701
1994,764,0.4224
1995,764,0.4376
1996,764,0.442
1997,764,0.4655
1998,764,0.4062
1999,764,0.4561
2000,764,0.4383
2001,764,0.4824
2002,764,0.4654
2003,764,0.4789
2004,764,0.5339
2005,764,0.4494
2006,764,0.4484
2007,764,0.5062
2008,764,0.5094
2009,764,0.517
2010,764,0.526
2011,764,0.5597
2012,764,0.5419
2013,764,0.5398
2014,764,0.6245
2015,764,0.7451
2016,764,0.7482
2017,764,0.712
2018,764,0.6939
1970,768,0.2338
1971,768,0.2087
1972,768,0.1798
1973,768,0.1441
1974,768,0.1218
1975,768,0.1122
1976,768,0.1259
1977,768,0.2212
1978,768,0.1488
1979,768,0.1618
1980,768,0.1734
1981,768,0.2339
1982,768,0.2508
1983,768,0.2556
1984,768,0.1992
1985,768,0.1776
1986,768,0.2146
1987,768,0.2982
1988,768,0.2792
1989,768,0.2638
1990,768,0.2721
1991,768,0.2224
1992,768,0.3233
1993,768,0.1572
1994,768,0.1603
1995,768,0.2156
1996,768,0.187
1997,768,0.1768
1998,768,0.2311
1999,768,0.2065
2000,768,0.1788
2001,768,0.2885
2002,768,0.3103
2003,768,0.2897
2004,768,0.2964
2005,768,0.284
2006,768,0.3256
2007,768,0.2557
2008,768,0.2748
2009,768,0.3559
2010,768,0.3272
2011,768,0.4186
2012,768,0.3393
2013,768,0.366
2014,768,0.301
2015,768,0.4035
2016,768,0.3357
2017,768,0.446
2018,768,0.5665
1970,776,0.4933
1971,776,0.4804
1972,776,0.5974
1973,776,0.6751
1974,776,0.5809
1975,776,0.7176
1976,776,0.5222
1977,776,0.5726
1978,776,0.6882
1979,776,0.6281
1980,776,0.5095
1981,776,0.421
1982,776,0.3259
1983,776,0.3237
1984,776,0.31
1985,776,0.2996
1986,776,0.3342
1987,776,0.3359
1988,776,0.3345
1989,776,0.3075
1990,776,0.3556
1991,776,0.3874
1992,776,0.3518
1993,776,0.351
1994,776,0.3998
1995,776,0.3449
1996,776,0.3699
1997,776,0.3477
1998,776,0.3689
1999,776,0.4459
2000,776,0.3885
2001,776,0.4328
2002,776,0.4356
2003,776,0.4688
2004,776,0.4688
2005,776,0.451
2006,776,0.464
2007,776,0.4528
2008,776,0.3699
2009,776,0.379
2010,776,0.4704
2011,776,0.3649
2012,776,0.4989
2013,776,0.5297
2014,776,0.5463
2015,776,0.5903
2016,776,0.5781
2017,776,0.4312
2018,776,0.4142
1986,533,270.2473
1987,533,237.6202
1988,533,201.2083
1989,533,203.6753
1990,533,225.5045
1991,533,206.1402
1992,533,153.4634
1993,533,159.4802
1994,533,142.3489
1995,533,118.3004
1996,533,119.917
1997,533,122.1812
1998,533,146.9833
1999,533,291.5183
2000,533,576.2044
2001,533,537.3584
2002,533,530.451
2003,533,480.8689
2004,533,379.942
2005,533,481.3632
2006,533,432.2966
2007,533,240.4266
2008,533,238.648
2009,533,272.8408
2010,533,221.1395
2011,533,208.9752
2012,533,267.057
2013,533,266.0478
2014,533,222.4835
2015,533,217.4833
2016,533,224.9223
2017,533,232.3909
2018,533,276.078
1970,780,0.8517
1971,780,0.8939
1972,780,0.8659
1973,780,0.7525
1974,780,0.8429
1975,780,0.7696
1976,780,0.9264
1977,780,0.9008
1978,780,0.8387
1979,780,0.9237
1980,780,1.0542
1981,780,1.0148
1982,780,0.958
1983,780,1.0879
1984,780,1.2288
1985,780,0.9311
1986,780,1.0069
1987,780,1.0897
1988,780,0.9189
1989,780,1.0574
1990,780,0.9109
1991,780,0.8883
1992,780,0.8694
1993,780,0.7724
1994,780,0.7726
1995,780,0.9702
1996,780,0.9766
1997,780,1.0004
1998,780,0.9967
1999,780,0.9473
2000,780,1.1642
2001,780,1.3204
2002,780,1.0237
2003,780,1.0662
2004,780,1.637
2005,780,1.4778
2006,780,1.7396
2007,780,1.8254
2008,780,1.6588
2009,780,1.8494
2010,780,2.5591
2011,780,2.3732
2012,780,2.6868
2013,780,2.7505
2014,780,2.7045
2015,780,2.151
2016,780,2.1545
2017,780,1.9984
2018,780,2.2791
1995,512,1.8124
1996,512,1.9566
1997,512,1.7849
1998,512,1.8641
1999,512,2
2000,512,1.7031
2001,512,2.6393
2002,512,3.4014
2003,512,2.0253
2004,512,2.9601
2005,512,2.7335
2006,512,2.6877
2007,512,3.3799
2008,512,4.9083
2009,512,3.6346
2010,512,3.7787
2011,512,3.9698
2012,512,4.8756
2013,512,4.4144
2014,512,3.4847
2015,512,3.2242
2016,512,2.7727
2017,512,2.6329
2018,512,2.7639
1970,788,0.675
1971,788,0.4535
1972,788,0.4492
1973,788,0.4946
1974,788,0.4368
1975,788,0.3712
1976,788,0.3993
1977,788,0.4168
1978,788,0.4534
1979,788,0.5324
1980,788,0.3773
1981,788,0.4487
1982,788,0.4347
1983,788,0.5077
1984,788,0.429
1985,788,0.3682
1986,788,0.4885
1987,788,0.3809
1988,788,0.7134
1989,788,0.5812
1990,788,0.4443
1991,788,0.3578
1992,788,0.3756
1993,788,0.3824
1994,788,0.644
1995,788,0.7788
1996,788,0.3868
1997,788,0.5862
1998,788,0.5573
1999,788,0.5689
2000,788,0.6118
2001,788,0.681
2002,788,0.8605
2003,788,0.5658
2004,788,0.6211
2005,788,0.6589
2006,788,0.679
2007,788,0.7652
2008,788,0.7599
2009,788,0.569
2010,788,0.7613
2011,788,0.7605
2012,788,0.6524
2013,788,0.7131
2014,788,0.6304
2015,788,0.7225
2016,788,0.7273
2017,788,0.7422
2018,788,0.8013
1970,792,0.0599
1971,792,0.0502
1972,792,0.0548
1973,792,0.0585
1974,792,0.0612
1975,792,0.0484
1976,792,0.0474
1977,792,0.0514
1978,792,0.0893
1979,792,0.0535
1980,792,0.0527
1981,792,0.0831
1982,792,0.1014
1983,792,0.1143
1984,792,0.1423
1985,792,0.1098
1986,792,0.0939
1987,792,0.1095
1988,792,0.1635
1989,792,0.1597
1990,792,0.152
1991,792,0.2069
1992,792,0.2443
1993,792,0.1883
1994,792,0.1876
1995,792,0.1936
1996,792,0.2054
1997,792,0.2377
1998,792,0.2346
1999,792,0.232
2000,792,0.2252
2001,792,0.2069
2002,792,0.1879
2003,792,0.2496
2004,792,0.2202
2005,792,0.2384
2006,792,0.2424
2007,792,0.2843
2008,792,0.2953
2009,792,0.3023
2010,792,0.3121
2011,792,0.3128
2012,792,0.3168
2013,792,0.3512
2014,792,0.3883
2015,792,0.3406
2016,792,0.3795
2017,792,0.4224
2018,792,0.5026
1995,796,3.0823
1996,796,2.7084
1997,796,2.9795
1998,796,3.5864
1999,796,8.564
2000,796,2.3371
2001,796,2.9194
2002,796,4.0961
2003,796,1.9893
2004,796,2.149
2005,796,6.0199
2006,796,8.6788
2007,796,9.6938
2008,796,14.9212
2009,796,14.204
2010,796,8.7869
2011,796,11.2972
2012,796,16.9161
2013,796,13.3896
2014,796,17.3138
2015,796,14.7245
2016,796,14.0843
2017,796,13.7703
2018,796,10.4367
1971,784,0.5523
1972,784,0.6514
1973,784,0.6226
1974,784,0.9086
1975,784,1.0402
1976,784,1.0215
1977,784,0.9524
1978,784,1.1945
1979,784,1.4717
1980,784,1.67
1981,784,1.3876
1982,784,1.2132
1983,784,1.1269
1984,784,1.1846
1985,784,1.2162
1986,784,1.2132
1987,784,1.5408
1988,784,1.2457
1989,784,1.4739
1990,784,1.3355
1991,784,1.2433
1992,784,1.3786
1993,784,1.596
1994,784,1.3287
1995,784,1.2736
1996,784,1.3096
1997,784,0.9744
1998,784,1.0381
1999,784,1.1638
2000,784,0.969
2001,784,1.0939
2002,784,1.2828
2003,784,1.4623
2004,784,1.5096
2005,784,1.8314
2006,784,2.0962
2007,784,2.5908
2008,784,2.8624
2009,784,3.0658
2010,784,3.9906
2011,784,3.2415
2012,784,3.4764
2013,784,3.8897
2014,784,4.6939
2015,784,4.242
2016,784,4.1257
2017,784,3.7238
2018,784,3.1932
1970,800,0.1599
1971,800,0.1299
1972,800,0.1421
1973,800,0.136
1974,800,0.1169
1975,800,0.0949
1976,800,0.0742
1977,800,0.0569
1978,800,0.0462
1979,800,0.0674
1980,800,0.0623
1981,800,0.0601
1982,800,0.0841
1983,800,0.0663
1984,800,0.0716
1985,800,0.0612
1986,800,0.063
1987,800,0.0721
1988,800,0.0565
1989,800,0.064
1990,800,0.0639
1991,800,0.0694
1992,800,0.0641
1993,800,0.1121
1994,800,0.1168
1995,800,0.1126
1996,800,0.1412
1997,800,0.1288
1998,800,0.109
1999,800,0.0947
2000,800,0.0831
2001,800,0.0477
2002,800,0.0906
2003,800,0.0604
2004,800,0.133
2005,800,0.1445
2006,800,0.1518
2007,800,0.1839
2008,800,0.1881
2009,800,0.1791
2010,800,0.2006
2011,800,0.1976
2012,800,0.2449
2013,800,0.2433
2014,800,0.2318
2015,800,0.2667
2016,800,0.2894
2017,800,0.3675
2018,800,0.3633
1995,798,0.5819
1996,798,0.3985
1997,798,0.7127
1998,798,1.1998
1999,798,0.8696
2000,798,0.5332
2001,798,0.28
2002,798,0.5163
2003,798,0.4354
2004,798,0.5038
2005,798,0.3811
2006,798,0.2264
2007,798,0.3088
2008,798,0.2531
2009,798,0.1155
2010,798,0.1943
2011,798,0.3176
2012,798,0.183
2013,798,0.1486
2014,798,0.2121
2015,798,0.6217
2016,798,0.4257
2017,798,0.549
2018,798,0.4206
1970,826,3.2709
1971,826,3.0086
1972,826,2.9008
1973,826,2.823
1974,826,2.683
1975,826,3.1125
1976,826,3.5252
1977,826,3.189
1978,826,2.8817
1979,826,2.759
1980,826,2.4906
1981,826,2.6043
1982,826,2.5077
1983,826,2.4276
1984,826,2.1649
1985,826,2.289
1986,826,2.7277
1987,826,2.7582
1988,826,2.4917
1989,826,2.5035
1990,826,2.56
1991,826,2.4243
1992,826,2.4944
1993,826,2.5732
1994,826,2.7369
1995,826,2.6428
1996,826,2.8738
1997,826,2.8758
1998,826,2.9791
1999,826,2.6705
2000,826,2.658
2001,826,2.7376
2002,826,2.4685
2003,826,2.9292
2004,826,2.9321
2005,826,2.807
2006,826,3.0084
2007,826,3.1348
2008,826,3.0088
2009,826,3.0933
2010,826,3.2718
2011,826,2.8477
2012,826,3.1898
2013,826,3.3508
2014,826,2.8436
2015,826,2.8769
2016,826,3.1006
2017,826,2.9099
2018,826,2.9449
1970,84,1.3806
1971,84,1.2715
1972,84,1.2842
1973,84,1.2225
1974,84,1.1499
1975,84,1.3473
1976,84,1.317
1977,84,1.2797
1978,84,1.4276
1979,84,1.5038
1980,84,1.4664
1981,84,1.3774
1982,84,1.296
1983,84,1.4271
1984,84,1.2685
1985,84,1.3099
1986,84,1.6339
1987,84,1.2311
1988,84,1.2629
1989,84,1.2867
1990,84,1.1906
1991,84,1.0164
1992,84,1.1659
1993,84,1.1062
1994,84,1.1451
1995,84,1.1436
1996,84,1.1885
1997,84,1.1896
1998,84,1.1846
1999,84,1.1029
2000,84,1.1412
2001,84,0.9985
2002,84,1.0196
2003,84,1.0439
2004,84,0.8477
2005,84,0.7518
2006,84,0.7929
2007,84,0.9065
2008,84,0.83
2009,84,0.8227
2010,84,0.7393
2011,84,0.8226
2012,84,0.9076
2013,84,0.9638
2014,84,1.3287
2015,84,1.3408
2016,84,1.547
2017,84,1.4609
2018,84,1.8085
1992,804,0.3772
1993,804,0.2992
1994,804,0.2702
1995,804,0.339
1996,804,0.413
1997,804,0.2457
1998,804,0.3456
1999,804,0.4646
2000,804,0.3598
2001,804,0.44
2002,804,0.6446
2003,804,0.9911
2004,804,0.5916
2005,804,0.725
2006,804,0.74
2007,804,0.6493
2008,804,0.9362
2009,804,1.2359
2010,804,0.7696
2011,804,0.8127
2012,804,1.2212
2013,804,1.0658
2014,804,1.1668
2015,804,1.2722
2016,804,1.3275
2017,804,1.4873
2018,804,1.3662
1970,840,0.6762
1971,840,0.645
1972,840,0.7481
1973,840,0.9339
1974,840,0.8569
1975,840,0.8293
1976,840,0.9659
1977,840,0.9682
1978,840,1.1752
1979,840,1.1876
1980,840,1.2881
1981,840,1.0885
1982,840,0.998
1983,840,1.1793
1984,840,1.0549
1985,840,0.8064
1986,840,0.7515
1987,840,0.8295
1988,840,0.9733
1989,840,0.9268
1990,840,0.8315
1991,840,0.8117
1992,840,0.8117
1993,840,0.8697
1994,840,0.8009
1995,840,0.9543
1996,840,0.9326
1997,840,0.8428
1998,840,0.8568
1999,840,0.8844
2000,840,0.7814
2001,840,0.8111
2002,840,0.7847
2003,840,0.7337
2004,840,0.7037
2005,840,0.6803
2006,840,0.724
2007,840,0.879
2008,840,0.8861
2009,840,0.7468
2010,840,0.8328
2011,840,0.867
2012,840,0.8957
2013,840,0.8051
2014,840,0.8945
2015,840,0.8255
2016,840,0.8356
2017,840,0.8549
2018,840,0.9271
1970,854,0.1223
1971,854,0.1007
1972,854,0.2131
1973,854,0.2624
1974,854,0.2395
1975,854,0.1241
1976,854,0.1246
1977,854,0.1274
1978,854,0.1167
1979,854,0.1817
1980,854,0.1845
1981,854,0.1535
1982,854,0.1837
1983,854,0.1915
1984,854,0.2483
1985,854,0.2584
1986,854,0.1932
1987,854,0.2607
1988,854,0.2044
1989,854,0.1678
1990,854,0.1865
1991,854,0.1869
1992,854,0.1536
1993,854,0.1599
1994,854,0.1884
1995,854,0.1438
1996,854,0.1479
1997,854,0.1632
1998,854,0.2161
1999,854,0.186
2000,854,0.2233
2001,854,0.2365
2002,854,0.2329
2003,854,0.2498
2004,854,0.2505
2005,854,0.2504
2006,854,0.2425
2007,854,0.2354
2008,854,0.1544
2009,854,0.2853
2010,854,0.2548
2011,854,0.3088
2012,854,0.3466
2013,854,0.4022
2014,854,0.4051
2015,854,0.4693
2016,854,0.4352
2017,854,0.4096
2018,854,0.4133
1970,858,0.1843
1971,858,0.2303
1972,858,0.1676
1973,858,0.1862
1974,858,0.1679
1975,858,0.171
1976,858,0.2554
1977,858,0.2209
1978,858,0.2745
1979,858,0.2861
1980,858,0.2302
1981,858,0.3246
1982,858,0.296
1983,858,0.3305
1984,858,0.322
1985,858,0.2768
1986,858,0.3719
1987,858,0.28
1988,858,0.3134
1989,858,0.3724
1990,858,0.3892
1991,858,0.3716
1992,858,0.3646
1993,858,0.4667
1994,858,0.4209
1995,858,0.393
1996,858,0.4756
1997,858,0.5828
1998,858,0.5534
1999,858,0.5401
2000,858,0.5603
2001,858,0.568
2002,858,0.5987
2003,858,0.6254
2004,858,0.6241
2005,858,0.7124
2006,858,0.7364
2007,858,0.8973
2008,858,0.9435
2009,858,1.2265
2010,858,1.5238
2011,858,1.2645
2012,858,1.6445
2013,858,1.6749
2014,858,1.5949
2015,858,1.4268
2016,858,1.2511
2017,858,1.511
2018,858,1.29
1992,860,0.3246
1993,860,0.2049
1994,860,0.3164
1995,860,0.2121
1996,860,0.1955
1997,860,0.196
1998,860,0.1424
1999,860,0.1418
2000,860,0.1549
2001,860,0.1217
2002,860,0.1132
2003,860,0.0977
2004,860,0.1312
2005,860,0.1333
2006,860,0.1259
2007,860,0.1187
2008,860,0.0746
2009,860,0.0736
2010,860,0.0891
2011,860,0.092
2012,860,0.0847
2013,860,0.0844
2014,860,0.0754
2015,860,0.0809
2016,860,0.0754
2017,860,0.0723
2018,860,0.1594
1970,862,0.1076
1971,862,0.1022
1972,862,0.1183
1973,862,0.118
1974,862,0.117
1975,862,0.1142
1976,862,0.1421
1977,862,0.17
1978,862,0.1739
1979,862,0.1601
1980,862,0.199
1981,862,0.2296
1982,862,0.2166
1983,862,0.198
1984,862,0.2182
1985,862,0.2097
1986,862,0.1269
1987,862,0.1551
1988,862,0.1986
1989,862,0.13
1990,862,0.1346
1991,862,0.14
1992,862,0.1783
1993,862,0.1865
1994,862,0.1658
1995,862,0.2048
1996,862,0.1686
1997,862,0.1738
1998,862,0.1906
1999,862,0.1758
2000,862,0.1796
2001,862,0.1721
2002,862,0.1335
2003,862,0.1431
2004,862,0.1501
2005,862,0.1179
2006,862,0.1231
2007,862,0.1538
2008,862,0.1968
2009,862,0.1817
2010,862,0.2017
2011,862,0.1876
2012,862,0.2092
2013,862,0.2305
2014,862,0.2626
2015,862,0.244
2016,862,0.185
2017,862,0.186
2018,862,0.246
1970,704,0.2175
1971,704,0.1544
1972,704,0.1494
1973,704,0.1566
1974,704,0.1519
1975,704,0.1011
1976,704,0.0769
1977,704,0.095
1978,704,0.1043
1979,704,0.1102
1980,704,0.0717
1981,704,0.0656
1982,704,0.0403
1983,704,0.0327
1984,704,0.0418
1985,704,0.0373
1986,704,0.0515
1987,704,0.0487
1988,704,0.0468
1989,704,0.0869
1990,704,0.0881
1991,704,0.0668
1992,704,0.0948
1993,704,0.0922
1994,704,0.1073
1995,704,0.1142
1996,704,0.1411
1997,704,0.1522
1998,704,0.1575
1999,704,0.1827
2000,704,0.1669
2001,704,0.1845
2002,704,0.1772
2003,704,0.2052
2004,704,0.2151
2005,704,0.2377
2006,704,0.2554
2007,704,0.2745
2008,704,0.2417
2009,704,0.3342
2010,704,0.3751
2011,704,0.3834
2012,704,0.4349
2013,704,0.3534
2014,704,0.5
2015,704,0.5717
2016,704,0.6017
2017,704,0.5201
2018,704,0.5403
1995,231,0.1143
1996,231,0.0844
1997,231,0.103
1998,231,0.1442
1999,231,0.1305
2000,231,0.1216
2001,231,0.1334
2002,231,0.1371
2003,231,0.2399
2004,231,0.1844
2005,231,0.1935
2006,231,0.1668
2007,231,0.137
2008,231,0.1929
2009,231,0.1384
2010,231,0.2287
2011,231,0.2383
2012,231,0.1628
2013,231,0.1688
2014,231,0.1591
2015,231,0.1433
2016,231,0.1266
2017,231,0.1322
2018,231,0.1238
1995,92,11.2389
1996,92,1.9049
1997,92,3.2512
1998,92,4.4483
1999,92,2.2103
2000,92,1.6571
2001,92,1.5836
2002,92,1.35
2003,92,1.0313
2004,92,2.5254
2005,92,1.3865
2006,92,2.401
2007,92,3.5814
2008,92,9.2076
2009,92,4.4896
2010,92,2.1906
2011,92,2.7196
2012,92,3.4131
2013,92,5.6188
2014,92,3.1455
2015,92,1.8858
2016,92,2.7287
2017,92,3.789
2018,92,2.7202
1970,882,0.3046
1971,882,0.3602
1972,882,0.3446
1973,882,0.2423
1974,882,0.2725
1975,882,0.4119
1976,882,0.303
1977,882,0.3988
1978,882,0.3239
1979,882,0.3355
1980,882,0.4339
1981,882,0.3478
1982,882,0.4265
1983,882,0.4236
1984,882,0.3232
1985,882,0.4503
1986,882,0.3683
1987,882,0.4254
1988,882,0.3636
1989,882,0.3293
1990,882,0.3734
1991,882,0.2762
1992,882,0.2833
1993,882,0.2653
1994,882,0.3325
1995,882,0.3629
1996,882,0.3766
1997,882,0.3616
1998,882,0.3847
1999,882,0.3736
2000,882,0.4335
2001,882,0.4524
2002,882,0.5167
2003,882,0.5267
2004,882,0.5965
2005,882,0.5602
2006,882,0.5607
2007,882,0.5755
2008,882,0.597
2009,882,0.8759
2010,882,0.7145
2011,882,0.7303
2012,882,1.0761
2013,882,1.0156
2014,882,1.1752
2015,882,0.9421
2016,882,1.0311
2017,882,0.7831
2018,882,0.8889
1995,887,0.5325
1996,887,0.7774
1997,887,0.7053
1998,887,0.6454
1999,887,0.6373
2000,887,0.6333
2001,887,0.6314
2002,887,0.6163
2003,887,0.7276
2004,887,0.7273
2005,887,0.8715
2006,887,0.7908
2007,887,0.9108
2008,887,0.8637
2009,887,0.7962
2010,887,0.8201
2011,887,0.8867
2012,887,0.9945
2013,887,0.752
2014,887,1.052
2015,887,0.6498
2016,887,0.6372
2017,887,0.6912
2018,887,0.7252
1970,90,0.3061
1971,90,0.3177
1972,90,0.2771
1973,90,0.2043
1974,90,0.2121
1975,90,0.2697
1976,90,0.2411
1977,90,0.2703
1978,90,0.3011
1979,90,0.2849
1980,90,0.3028
1981,90,0.2772
1982,90,0.3103
1983,90,0.3047
1984,90,0.3852
1985,90,0.4129
1986,90,0.3784
1987,90,0.3708
1988,90,0.4061
1989,90,0.4108
1990,90,0.3502
1991,90,0.3706
1992,90,0.3297
1993,90,0.3414
1994,90,0.2937
1995,90,0.2949
1996,90,0.3073
1997,90,0.3532
1998,90,0.3166
1999,90,0.3389
2000,90,0.393
2001,90,0.4005
2002,90,0.3185
2003,90,0.3117
2004,90,0.3203
2005,90,0.3694
2006,90,0.3234
2007,90,0.3457
2008,90,0.3285
2009,90,0.3518
2010,90,0.3216
2011,90,0.304
2012,90,0.3762
2013,90,0.3183
2014,90,0.2384
2015,90,0.3752
2016,90,0.3514
2017,90,0.368
2018,90,0.3595
1970,180,0.1122
1971,180,0.1162
1972,180,0.1122
1973,180,0.1105
1974,180,0.1154
1975,180,0.0937
1976,180,0.107
1977,180,0.086
1978,180,0.0723
1979,180,0.0762
1980,180,0.082
1981,180,0.1042
1982,180,0.072
1983,180,0.07
1984,180,0.0694
1985,180,0.0789
1986,180,0.0907
1987,180,0.0877
1988,180,0.0746
1989,180,0.0651
1990,180,0.0697
1991,180,0.0549
1992,180,0.0552
1993,180,0.0439
1994,180,0.0483
1995,180,0.054
1996,180,0.0455
1997,180,0.0455
1998,180,0.0464
1999,180,0.0416
2000,180,0.0489
2001,180,0.0596
2002,180,0.0688
2003,180,0.0903
2004,180,0.0929
2005,180,0.0965
2006,180,0.1263
2007,180,0.1009
2008,180,0.0929
2009,180,0.1192
2010,180,0.1194
2011,180,0.1059
2012,180,0.1016
2013,180,0.0968
2014,180,0.087
2015,180,0.0831
2016,180,0.0651
2017,180,0.0723
2018,180,0.0619
1995,894,0.1846
1996,894,0.2807
1997,894,0.2239
1998,894,0.3279
1999,894,0.2356
2000,894,0.2866
2001,894,0.3114
2002,894,0.4015
2003,894,0.393
2004,894,0.2924
